Build ID,Time (UTC),Platform,Build Status,Session ID,Test Name,Test Status,Duration (s),Video URL,Maestro Log URL,Description
03158b4a2cfe10f82d268f33b148a3cdd3b58d38,2026-04-26 04:11:28 UTC,android,passed,39812db3c289df668f2ea0fe14c081bda20693a2,login,passed,28,https://api.browserstack.com/app-automate/maestro/builds/03158b4a2cfe10f82d268f33b148a3cdd3b58d38/sessions/tests/39812db3c289df668f2ea0fe14c081bda20693a2cb152d7d/video#t=65,104,https://api.browserstack.com/app-automate/maestro/builds/03158b4a2cfe10f82d268f33b148a3cdd3b58d38/sessions/tests/39812db3c289df668f2ea0fe14c081bda20693a2cb152d7d/maestrologs,"Android v10 — conditional logout"
03158b4a2cfe10f82d268f33b148a3cdd3b58d38,2026-04-26 04:11:28 UTC,android,passed,39812db3c289df668f2ea0fe14c081bda20693a2,lend-flow,passed,72,https://api.browserstack.com/app-automate/maestro/builds/03158b4a2cfe10f82d268f33b148a3cdd3b58d38/sessions/tests/39812db3c289df668f2ea0fe14c081bda20693a23a870223/video#t=116,199,https://api.browserstack.com/app-automate/maestro/builds/03158b4a2cfe10f82d268f33b148a3cdd3b58d38/sessions/tests/39812db3c289df668f2ea0fe14c081bda20693a23a870223/maestrologs,"Android v10 — conditional logout"
03158b4a2cfe10f82d268f33b148a3cdd3b58d38,2026-04-26 04:11:28 UTC,android,passed,39812db3c289df668f2ea0fe14c081bda20693a2,home-smoke,passed,35,https://api.browserstack.com/app-automate/maestro/builds/03158b4a2cfe10f82d268f33b148a3cdd3b58d38/sessions/tests/39812db3c289df668f2ea0fe14c081bda20693a2019c1b10/video#t=211,257,https://api.browserstack.com/app-automate/maestro/builds/03158b4a2cfe10f82d268f33b148a3cdd3b58d38/sessions/tests/39812db3c289df668f2ea0fe14c081bda20693a2019c1b10/maestrologs,"Android v10 — conditional logout"
2ffd391b238d86c30de366ab25c3519bf82b9362,2026-04-26 04:05:13 UTC,android,passed,1976c09a3cab866c279c48ce82fd01e7abc90aa8,auth-flow,passed,27,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa84c8ad38f/video#t=5,43,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa84c8ad38f/maestrologs,"Android v9 — clearKeychain + all flows"
2ffd391b238d86c30de366ab25c3519bf82b9362,2026-04-26 04:05:13 UTC,android,passed,1976c09a3cab866c279c48ce82fd01e7abc90aa8,login,passed,22,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa8a9403513/video#t=55,88,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa8a9403513/maestrologs,"Android v9 — clearKeychain + all flows"
2ffd391b238d86c30de366ab25c3519bf82b9362,2026-04-26 04:05:13 UTC,android,passed,1976c09a3cab866c279c48ce82fd01e7abc90aa8,lend-flow,passed,68,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa88ac3cec3/video#t=100,179,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa88ac3cec3/maestrologs,"Android v9 — clearKeychain + all flows"
2ffd391b238d86c30de366ab25c3519bf82b9362,2026-04-26 04:05:13 UTC,android,passed,1976c09a3cab866c279c48ce82fd01e7abc90aa8,home-smoke,passed,29,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa8194020ef/video#t=190,231,https://api.browserstack.com/app-automate/maestro/builds/2ffd391b238d86c30de366ab25c3519bf82b9362/sessions/tests/1976c09a3cab866c279c48ce82fd01e7abc90aa8194020ef/maestrologs,"Android v9 — clearKeychain + all flows"
1ed9a5a07938417eff8d6920b56d052d68add90e,2026-04-26 04:05:13 UTC,ios,failed,2ef42eea239062f476ec47b36e0195758c017f08,home-smoke,passed,26.798,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0877ad6ac2/video#t=0,27,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0877ad6ac2/maestrologs,"iOS v11 — clearKeychain + all flows"
1ed9a5a07938417eff8d6920b56d052d68add90e,2026-04-26 04:05:13 UTC,ios,failed,2ef42eea239062f476ec47b36e0195758c017f08,lend-flow,failed,39.138,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0834ad46fb/video#t=27,67,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0834ad46fb/maestrologs,"iOS v11 — clearKeychain + all flows"
1ed9a5a07938417eff8d6920b56d052d68add90e,2026-04-26 04:05:13 UTC,ios,failed,2ef42eea239062f476ec47b36e0195758c017f08,login,failed,38.384,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0860c99842/video#t=67,106,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0860c99842/maestrologs,"iOS v11 — clearKeychain + all flows"
1ed9a5a07938417eff8d6920b56d052d68add90e,2026-04-26 04:05:13 UTC,ios,failed,2ef42eea239062f476ec47b36e0195758c017f08,auth-flow,failed,38.931,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0899f2f61f/video#t=106,145,https://api.browserstack.com/app-automate/maestro/builds/1ed9a5a07938417eff8d6920b56d052d68add90e/sessions/tests/2ef42eea239062f476ec47b36e0195758c017f0899f2f61f/maestrologs,"iOS v11 — clearKeychain + all flows"
de805536d6cbc2bedad5a65a4e2d7a05436d0609,2026-04-26 00:48:40 UTC,android,failed,98613ef89aa7335f505a2c894d37cb318cd2492e,auth-flow,passed,26,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492e9979606b/video#t=7,47,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492e9979606b/maestrologs,"Android v8 — clearState + all flows"
de805536d6cbc2bedad5a65a4e2d7a05436d0609,2026-04-26 00:48:40 UTC,android,failed,98613ef89aa7335f505a2c894d37cb318cd2492e,login,passed,22,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492e1b25ca88/video#t=64,99,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492e1b25ca88/maestrologs,"Android v8 — clearState + all flows"
de805536d6cbc2bedad5a65a4e2d7a05436d0609,2026-04-26 00:48:40 UTC,android,failed,98613ef89aa7335f505a2c894d37cb318cd2492e,lend-flow,failed,72,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492e6a5b1845/video#t=114,199,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492e6a5b1845/maestrologs,"Android v8 — clearState + all flows"
de805536d6cbc2bedad5a65a4e2d7a05436d0609,2026-04-26 00:48:40 UTC,android,failed,98613ef89aa7335f505a2c894d37cb318cd2492e,home-smoke,passed,30,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492eefdbaa93/video#t=213,255,https://api.browserstack.com/app-automate/maestro/builds/de805536d6cbc2bedad5a65a4e2d7a05436d0609/sessions/tests/98613ef89aa7335f505a2c894d37cb318cd2492eefdbaa93/maestrologs,"Android v8 — clearState + all flows"
86b0f650845e762feefcf2242f26016bca5bec49,2026-04-26 00:48:40 UTC,ios,failed,9d8416fc9fa8292322ff5216bd34fe1e0201c7aa,home-smoke,passed,26.782,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa77ad6ac2/video#t=0,27,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa77ad6ac2/maestrologs,"iOS v10 — clearState + all flows"
86b0f650845e762feefcf2242f26016bca5bec49,2026-04-26 00:48:40 UTC,ios,failed,9d8416fc9fa8292322ff5216bd34fe1e0201c7aa,lend-flow,failed,38.763,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa34ad46fb/video#t=27,66,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa34ad46fb/maestrologs,"iOS v10 — clearState + all flows"
86b0f650845e762feefcf2242f26016bca5bec49,2026-04-26 00:48:40 UTC,ios,failed,9d8416fc9fa8292322ff5216bd34fe1e0201c7aa,login,failed,38.651,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa60c99842/video#t=67,105,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa60c99842/maestrologs,"iOS v10 — clearState + all flows"
86b0f650845e762feefcf2242f26016bca5bec49,2026-04-26 00:48:40 UTC,ios,failed,9d8416fc9fa8292322ff5216bd34fe1e0201c7aa,auth-flow,failed,38.471,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa99f2f61f/video#t=106,145,https://api.browserstack.com/app-automate/maestro/builds/86b0f650845e762feefcf2242f26016bca5bec49/sessions/tests/9d8416fc9fa8292322ff5216bd34fe1e0201c7aa99f2f61f/maestrologs,"iOS v10 — clearState + all flows"
df66d2088be45b44168435277d94a50caa3d10df,2026-04-26 00:42:49 UTC,android,failed,16101d88a5c08198952633a3b57d5884628cda42,home-smoke,passed,31,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda42d9950071/video#t=6,47,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda42d9950071/maestrologs,"Android v7 — relative paths"
df66d2088be45b44168435277d94a50caa3d10df,2026-04-26 00:42:49 UTC,android,failed,16101d88a5c08198952633a3b57d5884628cda42,auth-flow,failed,33,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda42f71b4d44/video#t=59,104,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda42f71b4d44/maestrologs,"Android v7 — relative paths"
df66d2088be45b44168435277d94a50caa3d10df,2026-04-26 00:42:49 UTC,android,failed,16101d88a5c08198952633a3b57d5884628cda42,lend-flow,failed,33,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda420f2f9322/video#t=116,160,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda420f2f9322/maestrologs,"Android v7 — relative paths"
df66d2088be45b44168435277d94a50caa3d10df,2026-04-26 00:42:49 UTC,android,failed,16101d88a5c08198952633a3b57d5884628cda42,login,failed,33,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda42e0499ecf/video#t=173,217,https://api.browserstack.com/app-automate/maestro/builds/df66d2088be45b44168435277d94a50caa3d10df/sessions/tests/16101d88a5c08198952633a3b57d5884628cda42e0499ecf/maestrologs,"Android v7 — relative paths"
4438dce5e8568f61fa1009d9972e153e28bfda9a,2026-04-26 00:42:49 UTC,ios,failed,4739c14222c533f218273f8e88b87141110026d6,home-smoke,passed,25.752,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d677ad6ac2/video#t=0,26,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d677ad6ac2/maestrologs,"iOS v9 — no execute param"
4438dce5e8568f61fa1009d9972e153e28bfda9a,2026-04-26 00:42:49 UTC,ios,failed,4739c14222c533f218273f8e88b87141110026d6,lend-flow,failed,39.01,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d634ad46fb/video#t=26,65,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d634ad46fb/maestrologs,"iOS v9 — no execute param"
4438dce5e8568f61fa1009d9972e153e28bfda9a,2026-04-26 00:42:49 UTC,ios,failed,4739c14222c533f218273f8e88b87141110026d6,login,failed,38.969,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d660c99842/video#t=66,105,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d660c99842/maestrologs,"iOS v9 — no execute param"
4438dce5e8568f61fa1009d9972e153e28bfda9a,2026-04-26 00:42:49 UTC,ios,failed,4739c14222c533f218273f8e88b87141110026d6,auth-flow,failed,38.681,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d699f2f61f/video#t=106,144,https://api.browserstack.com/app-automate/maestro/builds/4438dce5e8568f61fa1009d9972e153e28bfda9a/sessions/tests/4739c14222c533f218273f8e88b87141110026d699f2f61f/maestrologs,"iOS v9 — no execute param"
6f17312c8246c338490ff46240d938d648da9ff0,2026-04-26 00:19:29 UTC,android,passed,1532613d560c567f9668ec15762b839c2994cfdb,auth-flow,passed,28,https://api.browserstack.com/app-automate/maestro/builds/6f17312c8246c338490ff46240d938d648da9ff0/sessions/tests/1532613d560c567f9668ec15762b839c2994cfdb0b4cb91a/video#t=5,43,https://api.browserstack.com/app-automate/maestro/builds/6f17312c8246c338490ff46240d938d648da9ff0/sessions/tests/1532613d560c567f9668ec15762b839c2994cfdb0b4cb91a/maestrologs,"Android v5 — point taps"
93109741b374f8758f6d34f7e55c068f2515eb30,2026-04-25 23:46:58 UTC,ios,passed,e0118bda94ee9d33f87f70c676a10230ab052179,home-smoke,passed,28.082,https://api.browserstack.com/app-automate/maestro/builds/93109741b374f8758f6d34f7e55c068f2515eb30/sessions/tests/e0118bda94ee9d33f87f70c676a10230ab0521790a928a3a/video#t=0,28,https://api.browserstack.com/app-automate/maestro/builds/93109741b374f8758f6d34f7e55c068f2515eb30/sessions/tests/e0118bda94ee9d33f87f70c676a10230ab0521790a928a3a/maestrologs,"iOS v7 — 93pct tabs"
210d9c56a926c13ec4ab7687c16d17aa5c5c8044,2026-04-25 23:44:25 UTC,ios,failed,ae44993a8e79fc78b44a62ace516106866454069,home-smoke,failed,33.161,https://api.browserstack.com/app-automate/maestro/builds/210d9c56a926c13ec4ab7687c16d17aa5c5c8044/sessions/tests/ae44993a8e79fc78b44a62ace5161068664540692144b566/video#t=0,33,https://api.browserstack.com/app-automate/maestro/builds/210d9c56a926c13ec4ab7687c16d17aa5c5c8044/sessions/tests/ae44993a8e79fc78b44a62ace5161068664540692144b566/maestrologs,"iOS v6 — settings assert"
5f917719c5baab22738ae027f70b679ab5f1ee33,2026-04-25 23:41:52 UTC,ios,failed,73a78b1c722f02d487a36e152da3660052b9ab19,home-smoke,failed,29.055,https://api.browserstack.com/app-automate/maestro/builds/5f917719c5baab22738ae027f70b679ab5f1ee33/sessions/tests/73a78b1c722f02d487a36e152da3660052b9ab19a0bef6eb/video#t=0,29,https://api.browserstack.com/app-automate/maestro/builds/5f917719c5baab22738ae027f70b679ab5f1ee33/sessions/tests/73a78b1c722f02d487a36e152da3660052b9ab19a0bef6eb/maestrologs,"iOS v5 — point taps"
c67ca700028ad26fc500903657e4a3190db900a7,2026-04-25 23:35:38 UTC,android,passed,bd4e7d0c7430a802e81062457c1cd3c1e14b8697,auth-flow,passed,27,https://api.browserstack.com/app-automate/maestro/builds/c67ca700028ad26fc500903657e4a3190db900a7/sessions/tests/bd4e7d0c7430a802e81062457c1cd3c1e14b869797e9a94d/video#t=5,43,https://api.browserstack.com/app-automate/maestro/builds/c67ca700028ad26fc500903657e4a3190db900a7/sessions/tests/bd4e7d0c7430a802e81062457c1cd3c1e14b869797e9a94d/maestrologs,"Android v4 — auth fix"
72347bbe5ec94a81a45779c363b8353508336b1a,2026-04-25 23:35:34 UTC,ios,failed,c3e279f42b25e1af899f13c81a6221a6cc25adcc,home-smoke,failed,39.319,https://api.browserstack.com/app-automate/maestro/builds/72347bbe5ec94a81a45779c363b8353508336b1a/sessions/tests/c3e279f42b25e1af899f13c81a6221a6cc25adcc9b78ce40/video#t=0,39,https://api.browserstack.com/app-automate/maestro/builds/72347bbe5ec94a81a45779c363b8353508336b1a/sessions/tests/c3e279f42b25e1af899f13c81a6221a6cc25adcc9b78ce40/maestrologs,"iOS v4 — auth fix"
b169295f40300277288712e538e632d788a37c28,2026-04-25 23:00:21 UTC,android,failed,5415d217c982d7d50e05ab6cea90a86f79f20984,auth-flow,failed,39,https://api.browserstack.com/app-automate/maestro/builds/b169295f40300277288712e538e632d788a37c28/sessions/tests/5415d217c982d7d50e05ab6cea90a86f79f209843b0aa071/video#t=4,55,https://api.browserstack.com/app-automate/maestro/builds/b169295f40300277288712e538e632d788a37c28/sessions/tests/5415d217c982d7d50e05ab6cea90a86f79f209843b0aa071/maestrologs,"Android v3 — launchApp fix"
81b554a9d2ce4be6ed1e7758d2cf3cfe1d754cd9,2026-04-25 23:00:19 UTC,ios,failed,7654ab550d75eee7611ddac134c52c16ed7649d1,home-smoke,failed,35.524,https://api.browserstack.com/app-automate/maestro/builds/81b554a9d2ce4be6ed1e7758d2cf3cfe1d754cd9/sessions/tests/7654ab550d75eee7611ddac134c52c16ed7649d14bd5cc02/video#t=0,36,https://api.browserstack.com/app-automate/maestro/builds/81b554a9d2ce4be6ed1e7758d2cf3cfe1d754cd9/sessions/tests/7654ab550d75eee7611ddac134c52c16ed7649d14bd5cc02/maestrologs,"iOS v3 — launchApp fix"
b505388aa76196299b31a7fef9df7d319776f8dc,2026-04-25 07:25:11 UTC,android,failed,be7e2a89229bb3f3e1e676cb73b2b51373136000,auth-flow,failed,32,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b51373136000708969ad/video#t=6,51,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b51373136000708969ad/maestrologs,"lendlee.apk"
b505388aa76196299b31a7fef9df7d319776f8dc,2026-04-25 07:25:11 UTC,android,failed,be7e2a89229bb3f3e1e676cb73b2b51373136000,login,failed,32,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b5137313600097310642/video#t=65,109,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b5137313600097310642/maestrologs,"lendlee.apk"
b505388aa76196299b31a7fef9df7d319776f8dc,2026-04-25 07:25:11 UTC,android,failed,be7e2a89229bb3f3e1e676cb73b2b51373136000,lend-flow,failed,32,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b513731360003f51a119/video#t=123,167,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b513731360003f51a119/maestrologs,"lendlee.apk"
b505388aa76196299b31a7fef9df7d319776f8dc,2026-04-25 07:25:11 UTC,android,failed,be7e2a89229bb3f3e1e676cb73b2b51373136000,home-smoke,failed,32,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b513731360000156efdb/video#t=181,225,https://api.browserstack.com/app-automate/maestro/builds/b505388aa76196299b31a7fef9df7d319776f8dc/sessions/tests/be7e2a89229bb3f3e1e676cb73b2b513731360000156efdb/maestrologs,"lendlee.apk"
1cae893e905aee65cf76c7d51afc8cc79711bab0,2026-04-25 07:25:14 UTC,ios,failed,18309c9eceb65ed75177876b12b2e54ad21b1de2,home-smoke,failed,49.39,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de277ad6ac2/video#t=0,50,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de277ad6ac2/maestrologs,"lendlee.ipa"
1cae893e905aee65cf76c7d51afc8cc79711bab0,2026-04-25 07:25:14 UTC,ios,failed,18309c9eceb65ed75177876b12b2e54ad21b1de2,lend-flow,failed,46.701,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de234ad46fb/video#t=62,110,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de234ad46fb/maestrologs,"lendlee.ipa"
1cae893e905aee65cf76c7d51afc8cc79711bab0,2026-04-25 07:25:14 UTC,ios,failed,18309c9eceb65ed75177876b12b2e54ad21b1de2,login,failed,44.925,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de260c99842/video#t=122,167,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de260c99842/maestrologs,"lendlee.ipa"
1cae893e905aee65cf76c7d51afc8cc79711bab0,2026-04-25 07:25:14 UTC,ios,failed,18309c9eceb65ed75177876b12b2e54ad21b1de2,auth-flow,failed,42.269,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de299f2f61f/video#t=174,216,https://api.browserstack.com/app-automate/maestro/builds/1cae893e905aee65cf76c7d51afc8cc79711bab0/sessions/tests/18309c9eceb65ed75177876b12b2e54ad21b1de299f2f61f/maestrologs,"lendlee.ipa"
dd56247c5f0d0996a898027bb59750f1bbed21ee,2026-04-25 07:20:57 UTC,android,failed,3952ba12cba43c0e06d36bbae21e5b6fe008821c,auth-flow,failed,19,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c969906be/video#t=5,35,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c969906be/maestrologs,"lendlee.apk"
dd56247c5f0d0996a898027bb59750f1bbed21ee,2026-04-25 07:20:57 UTC,android,failed,3952ba12cba43c0e06d36bbae21e5b6fe008821c,login,failed,19,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c1909339a/video#t=47,78,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c1909339a/maestrologs,"lendlee.apk"
dd56247c5f0d0996a898027bb59750f1bbed21ee,2026-04-25 07:20:57 UTC,android,failed,3952ba12cba43c0e06d36bbae21e5b6fe008821c,lend-flow,failed,19,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c750c520d/video#t=90,120,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c750c520d/maestrologs,"lendlee.apk"
dd56247c5f0d0996a898027bb59750f1bbed21ee,2026-04-25 07:20:57 UTC,android,failed,3952ba12cba43c0e06d36bbae21e5b6fe008821c,home-smoke,failed,19,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c08979653/video#t=131,161,https://api.browserstack.com/app-automate/maestro/builds/dd56247c5f0d0996a898027bb59750f1bbed21ee/sessions/tests/3952ba12cba43c0e06d36bbae21e5b6fe008821c08979653/maestrologs,"lendlee.apk"
7ea5912901adba7930a8d044ea14009820c06297,2026-04-25 07:21:00 UTC,ios,failed,1eafdfdcbae3b176cb63e0ed8ab7c7639321be87,home-smoke,failed,22.549,https://api.browserstack.com/app-automate/maestro/builds/7ea5912901adba7930a8d044ea14009820c06297/sessions/tests/1eafdfdcbae3b176cb63e0ed8ab7c7639321be8777ad6ac2/video#t=0,23,https://api.browserstack.com/app-automate/maestro/builds/7ea5912901adba7930a8d044ea14009820c06297/sessions/tests/1eafdfdcbae3b176cb63e0ed8ab7c7639321be8777ad6ac2/maestrologs,"lendlee.ipa"
